B.1.427,hCoV-19^^California,UCLA,hCoV-19/USA/CA-LACPHL-AF00181/2021,2021-01-06
B.1.427,hCoV-19^^Washington,UW,hCoV-19/USA/WA-UW-48600/2020,2020-12-26
B.1.427,hCoV-19^^Wyoming,Wyoming,hCoV-19/USA/WY-WPHL-20171236/2020,2020-12-28
B.1.427,hCoV-19^^Wyoming,Wyoming,hCoV-19/USA/WY-WPHL-20172025/2020,2020-12-29
B.1.427,hCoV-19^^Wyoming,Wyoming,hCoV-19/USA/WY-WPHL-20172024/2020,2020-12-29
B.1.427,hCoV-19^^Wyoming,Wyoming,hCoV-19/USA/WY-WPHL-20171808/2020,2020-12-29
B.1.427,hCoV-19^^Wyoming,Wyoming,hCoV-19/USA/WY-WPHL-20171300/2020,2020-12-28
B.1.427,hCoV-19^^Nordjylland,Department,hCoV-19/Denmark/DCGC-28890/2021,2021-01-04
B.1.427,hCoV-19^^Nordjylland,Department,hCoV-19/Denmark/DCGC-28948/2021,2021-01-04
B.1.427,hCoV-19^^California,California,hCoV-19/USA/CA-CDPH-UC577/2021,2021-01-02
B.1.427,hCoV-19^^California,California,hCoV-19/USA/CA-CDPH-UC564/2020,2020-12-15
B.1.427,hCoV-19^^California,California,hCoV-19/USA/CA-CDPH-UC676/2020,2020-12-28
B.1.427,hCoV-19^^California,California,hCoV-19/USA/CA-CDPH-UC649/2020,2020-12-23
B.1.427,hCoV-19^^California,California,hCoV-19/USA/CA-CDPH-UC680/2020,2020-12-30
B.1.427,hCoV-19^^California,California,hCoV-19/USA/CA-CDPH-UC682/2020,2020-12-29
B.1.427,hCoV-19^^California,California,hCoV-19/USA/CA-CDPH-UC648/2020,2020-12-23
B.1.427,hCoV-19^^California,California,hCoV-19/USA/CA-CDPH-UC614/2020,2020-12-21
B.1.427,hCoV-19^^California,California,hCoV-19/USA/CA-CDPH-UC636/2020,2020-12-21
B.1.427,hCoV-19^^California,California,hCoV-19/USA/CA-CDPH-UC639/2020,2020-12-21
B.1.427,hCoV-19^^California,California,hCoV-19/USA/CA-CDPH-UC644/2020,2020-12-21
B.1.427,hCoV-19^^California,Chiu,hCoV-19/USA/CA-UCSF-UC684/2020,2020-12-20
B.1.427,hCoV-19^^California,Chiu,hCoV-19/USA/CA-UCSF-UC686/2020,2020-12-20
B.1.427,hCoV-19^^California,California,hCoV-19/USA/CA-CDPH-UC611/2020,2020-12-17
B.1.427,hCoV-19^^California,California,hCoV-19/USA/CA-CDPH-UC536/2020,2020-12-09
B.1.427,hCoV-19^^California,California,hCoV-19/USA/CA-CDPH-UC681/2020,2020-12-29
B.1.427,hCoV-19^^California,California,hCoV-19/USA/CA-CDPH-UC679/2020,2020-12-28
B.1.427,hCoV-19^^California,California,hCoV-19/USA/CA-CDPH-UC543/2020,2020-12-09
B.1.427,hCoV-19^^California,UCSF,hCoV-19/USA/CA-CZB-17185/2020,2020-12-31
B.1.427,hCoV-19^^California,UCSF,hCoV-19/USA/CA-CZB-17186/2020,2020-12-27
B.1.427,hCoV-19^^California,UCSF,hCoV-19/USA/CA-CZB-17187/2020,2020-12-30
B.1.427,hCoV-19^^California,Santa,hCoV-19/USA/CA-CZB-15886/2020,2020-12-07
B.1.427,hCoV-19^^California,Santa,hCoV-19/USA/CA-CZB-15919/2020,2020-12-07
B.1.427,hCoV-19^^California,Renegade,hCoV-19/USA/CA-CZB-15992/2020,2020-11-23
B.1.427,hCoV-19^^California,Renegade,hCoV-19/USA/CA-CZB-16014/2020,2020-11-24
B.1.427,hCoV-19^^California,Renegade,hCoV-19/USA/CA-CZB-16070/2020,2020-11-29
B.1.427,hCoV-19^^California,Renegade,hCoV-19/USA/CA-CZB-16071/2020,2020-11-29
B.1.427,hCoV-19^^California,Renegade,hCoV-19/USA/CA-CZB-16079/2020,2020-11-29
B.1.427,hCoV-19^^California,Renegade,hCoV-19/USA/CA-CZB-16083/2020,2020-11-29
B.1.427,hCoV-19^^California,Renegade,hCoV-19/USA/CA-CZB-16102/2020,2020-11-30
B.1.427,hCoV-19^^California,Renegade,hCoV-19/USA/CA-CZB-16117/2020,2020-11-30
B.1.427,hCoV-19^^California,Renegade,hCoV-19/USA/CA-CZB-16139/2020,2020-12-01
B.1.427,hCoV-19^^California,Renegade,hCoV-19/USA/CA-CZB-16144/2020,2020-12-01
B.1.427,hCoV-19^^California,Helix/Illumina,hCoV-19/USA/CA-CDC-STM-349/2021,2021-01-04
B.1.427,hCoV-19^^California,Helix/Illumina,hCoV-19/USA/CA-CDC-STM-A007/2021,2021-01-03
B.1.427,hCoV-19^^California,Helix,hCoV-19/USA/CA-CDC-STM-A100388/2021,2021-01-07
B.1.427,hCoV-19^^Nevada,Helix,hCoV-19/USA/NV-CDC-STM-A100442/2021,2021-01-06
B.1.427,hCoV-19^^California,Helix,hCoV-19/USA/CA-CDC-STM-A100127/2021,2021-01-05
B.1.427,hCoV-19^^California,Helix,hCoV-19/USA/CA-CDC-STM-A100123/2021,2021-01-05
B.1.427,hCoV-19^^Arizona,Helix,hCoV-19/USA/AZ-CDC-STM-A100243/2021,2021-01-04
B.1.427,hCoV-19^^California,Helix/Illumina,hCoV-19/USA/CA-CDC-STM-A100056/2021,2021-01-04
B.1.427,hCoV-19^^Kentucky,Helix/Illumina,hCoV-19/USA/KY-CDC-STM-A100059/2021,2021-01-03
B.1.427,hCoV-19^^California,Helix/Illumina,hCoV-19/USA/CA-CDC-STM-236/2021,2021-01-02
B.1.427,hCoV-19^^California,Helix/Illumina,hCoV-19/USA/CA-CDC-STM-234/2021,2021-01-02
B.1.427,hCoV-19^^California,Santa,hCoV-19/USA/CA-CZB-15755/2020,2020-12-02
B.1.427,hCoV-19^^California,Santa,hCoV-19/USA/CA-CZB-15784/2020,2020-12-02
B.1.427,hCoV-19^^California,Santa,hCoV-19/USA/CA-CZB-15693/2020,2020-12-02
B.1.427,hCoV-19^^California,Santa,hCoV-19/USA/CA-CZB-15630/2020,2020-12-02
B.1.427,hCoV-19^^California,Santa,hCoV-19/USA/CA-CZB-15735/2020,2020-12-02
B.1.427,hCoV-19^^California,Santa,hCoV-19/USA/CA-CZB-15745/2020,2020-12-02
B.1.427,hCoV-19^^California,Santa,hCoV-19/USA/CA-CZB-15747/2020,2020-12-02
B.1.427,hCoV-19^^California,Santa,hCoV-19/USA/CA-CZB-15764/2020,2020-12-02
B.1.427,hCoV-19^^California,Santa,hCoV-19/USA/CA-CZB-15771/2020,2020-12-02
B.1.427,hCoV-19^^California,Santa,hCoV-19/USA/CA-CZB-15775/2020,2020-12-02
B.1.427,hCoV-19^^California,Santa,hCoV-19/USA/CA-CZB-15782/2020,2020-12-02
B.1.427,hCoV-19^^California,Quest,hCoV-19/USA/CA-QDX-2910/2021,2021-01-08
B.1.427,hCoV-19^^California,Quest,hCoV-19/USA/CA-QDX-3028/2021,2021-01-07
B.1.427,hCoV-19^^Massachusetts,Quest,hCoV-19/USA/MA-QDX-3022/2021,2021-01-07
B.1.427,hCoV-19^^California,Quest,hCoV-19/USA/CA-QDX-3111/2021,2021-01-05
B.1.427,hCoV-19^^California,Quest,hCoV-19/USA/CA-QDX-3216/2020,2020-12-28
B.1.427,hCoV-19^^California,Quest,hCoV-19/USA/CA-QDX-3218/2020,2020-12-28
B.1.427,hCoV-19^^California,California,hCoV-19/USA/CA-CDPH-UC640/2020,2020-12-21
B.1.427,hCoV-19^^Wyoming,Wyoming,hCoV-19/USA/WY-WPHL-21000500/2021,2021-01-04
B.1.427,hCoV-19^^Maryland,Johns,hCoV-19/USA/MD-HP01234/2021,2021-01-02
B.1.427,hCoV-19^^California,Los,hCoV-19/USA/CA-LACPHL-AG00005/2021,2021-01-04
B.1.427,hCoV-19^^California,Los,hCoV-19/USA/CA-LACPHL-AF00182/2020,2020-12-22
B.1.427,hCoV-19^^Wyoming,Wyoming,hCoV-19/USA/WY-WPHL-21005909/2021,2021-01-15
B.1.427,hCoV-19^^Wisconsin,University,hCoV-19/USA/WI-UW-2865/2021,2021-01-12
B.1.427,hCoV-19^^Michigan,University,hCoV-19/USA/MI-UM-10037698794/2021,2021-01-06
B.1.427,hCoV-19^^California,Helix/Illumina,hCoV-19/USA/CA-CDC-STM-A100351/2021,2021-01-06
B.1.427,hCoV-19^^California,Helix/Illumina,hCoV-19/USA/CA-CDC-STM-A100336/2021,2021-01-06
B.1.427,hCoV-19^^California,Quest,hCoV-19/USA/CA-QDX-3809/2021,2021-01-15
B.1.427,hCoV-19^^California,Quest,hCoV-19/USA/CA-QDX-3800/2021,2021-01-15
B.1.427,hCoV-19^^California,Quest,hCoV-19/USA/CA-QDX-3749/2021,2021-01-15
B.1.427,hCoV-19^^California,Quest,hCoV-19/USA/CA-QDX-3776/2021,2021-01-15
B.1.427,hCoV-19^^California,Quest,hCoV-19/USA/CA-QDX-3777/2021,2021-01-15
B.1.427,hCoV-19^^California,Quest,hCoV-19/USA/CA-QDX-3790/2021,2021-01-15
B.1.427,hCoV-19^^California,Quest,hCoV-19/USA/CA-QDX-3795/2021,2021-01-15
B.1.427,hCoV-19^^California,Quest,hCoV-19/USA/CA-QDX-3805/2021,2021-01-15
B.1.427,hCoV-19^^California,San,hCoV-19/USA/CA-ALSR-5598/2020,2020-12-01
B.1.427,hCoV-19^^California,San,hCoV-19/USA/CA-ALSR-5628/2020,2020-12-01
